Year,Quarter,Month,Day,Country,Aircraft,Location,Operator,Ground,Aboard,Month_Num,Month_Name,Date,Fatalities_Air,Survived,Survival_Rate,Fatality_Rate,Total_Deaths,Manufacturer,Total_Fatalities,YearMonth
1981,Qtr 3,July,27,Mexico,McDonnell Douglas DC 9,Chihuahua Mexico,Aeromexico,0,66,7,July,1981-07-27,32,34,51.515151515151516,0.48484848484848486,32,McDonnell Douglas,32,1981-07
2007,Qtr 3,July,5,Mexico,North American CT 39A SabrelineXA,Culiacan Mexico,SA Paqueteria Jett,6,3,7,July,2007-07-05,3,0,0.0,1.0,9,North American,9,2007-07
1998,Qtr 3,July,23,Mexico,Shorts SC 7 Skyvan 3,Pico de Orizaba Mexico,Force Air Mexican - Military,0,4,7,July,1998-07-23,4,0,0.0,1.0,4,Short,4,1998-07
1992,Qtr 3,July,27,Mexico,Vickers 798D ViscountXA SCM,Near Mexico City Mexico,Eslava Aero,0,4,7,July,1992-07-27,4,0,0.0,1.0,4,Vickers 798D,4,1992-07
1956,Qtr 3,July,9,Michigan,Vickers ViscountCF TGR,Near Flat Rock Michigan,Lines Air Canada Trans,0,35,7,July,1956-07-09,1,34,97.14285714285714,0.02857142857142857,1,Vickers,1,1956-07
1948,Qtr 3,July,4,Middlesex,Douglas DC 6 / RAF YorkSE,Northolt Middlesex,England Scandinavian Airlines (SAS),0,39,7,July,1948-07-04,39,0,0.0,1.0,39,Douglas,39,1948-07
2008,Qtr 3,July,31,Minnesota,British Aerospace BAe 125,Owatonna Minnesota,Jets Coast East,0,8,7,July,2008-07-31,8,0,0.0,1.0,8,British Aerospace,8,2008-07
2017,Qtr 3,July,10,Mississipi,Lockheed KC 130T Hercules165000,Near Itta Bena Mississipi,USMC,0,16,7,July,2017-07-10,16,0,0.0,1.0,16,Lockheed,16,2017-07
1935,Qtr 3,July,19,Mississippi,General 102 ENC,Off Chandeleur Island Mississippi,Corporation Service Air Wedell-Williams,0,2,7,July,1935-07-19,2,0,0.0,1.0,2,General,2,1935-07
1965,Qtr 3,July,1,Missouri,Boeing B 707,Kansas City Missouri,Airlines Continental,0,66,7,July,1965-07-01,0,66,100.0,0.0,0,Boeing,0,1965-07
1973,Qtr 3,July,23,Missouri,Fairchild Hiller FH,St. Louis Missouri,Lines Air Ozark,0,44,7,July,1973-07-23,38,6,13.636363636363635,0.8636363636363636,38,Fairchild,38,1973-07
1977,Qtr 3,July,6,Missouri,Lockheed L 188AF ElectraN280F,Saint Louis Missouri,Airways International Fleming,0,3,7,July,1977-07-06,3,0,0.0,1.0,3,Lockheed,3,1977-07
1938,Qtr 3,July,8,Montana,Lockheed 14 Super ElectraNC17383,Billings Montana,Airlines Orient Northwest,0,10,7,July,1938-07-08,1,9,90.0,0.1,1,Lockheed 14 Super,1,1938-07
1950,Qtr 3,July,9,Morocco,Douglas DC 3F,Casablanca Morocco,Azur Aigle,0,29,7,July,1950-07-09,22,7,24.137931034482758,0.7586206896551724,22,Douglas,22,1950-07
1961,Qtr 3,July,12,Morocco,Ilyushin IL 18BOK,Casablanca Morocco,Aerolinie Ceskoslovenske,0,72,7,July,1961-07-12,72,0,0.0,1.0,72,Ilyushin,72,1961-07
2011,Qtr 3,July,26,Morocco,Lockheed C 130 HerculeCNA,Near Guelmim Morocco,Force Air Moroccan Royal - Military,0,80,7,July,2011-07-26,80,0,0.0,1.0,80,Lockheed,80,2011-07
1986,Qtr 3,July,10,Mozambique,Douglas C 47A7312,Maputo Mozambique,Force Air Zimbabwe - Military,0,17,7,July,1986-07-10,17,0,0.0,1.0,17,Douglas,17,1986-07
1999,Qtr 3,July,2,Myanmar,Fokker F 27 Friendship 600XY,Sittwe Myanmar,Airways Myanmar,0,8,7,July,1999-07-02,8,0,0.0,1.0,8,Fokker,8,1999-07
1970,Qtr 3,July,18,Soviet Air Force,Antonov AN 22CCCP,North Atlantic OceanMilitary - Soviet Air Force,Unknown Operator,0,23,7,July,1970-07-18,23,0,0.0,1.0,23,Antonov,23,1970-07
2003,Qtr 3,July,23,Waialeale,Bell 206BN37741,Waialeale,Hawaii Jack Harter Helicopters,0,5,7,July,2003-07-23,5,0,0.0,1.0,5,Bell,5,2003-07
1946,Qtr 3,July,20,(2) U.S. Army Air Forces,Boeing B 17G / Boeing B,Off the Panama coastMilitary - (2) U.S. Army Air Forces,Unknown Operator,0,20,7,July,1946-07-20,20,0,0.0,1.0,20,Boeing,20,1946-07
1933,Qtr 3,July,18,Aegean SeaSocieta Anonima Aero Expresso Italiana,CMASA Wal (flying boat)I AZEE,Aegean SeaSocieta Anonima Aero Expresso Italiana,Unknown Operator,0,6,7,July,1933-07-18,6,0,0.0,1.0,6,CMASA Wal (flying,6,1933-07
1945,Qtr 3,July,4,Royal Air Force,Consolidated LB 30A LiberatorJT982,North Atlantic OceanMilitary -Royal Air Force,Unknown Operator,0,15,7,July,1945-07-04,15,0,0.0,1.0,15,Consolidated,15,1945-07
1948,Qtr 3,July,16,Pacific Ocean between Hong Kong and MacaoCathay Pacific Airways,Consolidated OA 10 CatalinaVR,Pacific Ocean between Hong Kong and MacaoCathay Pacific Airways,Unknown Operator,0,26,7,July,1948-07-16,25,1,3.8461538461538463,0.9615384615384616,25,Consolidated,25,1948-07
1943,Qtr 3,July,4,Gibraltar?,Consolidated Liberator B24 CA L,Gibraltar?,Unknown Operator,0,13,7,July,1943-07-04,12,1,7.6923076923076925,0.9230769230769231,12,Consolidated Liberator B24,12,1943-07
1968,Qtr 3,July,18,Off ChiliAerolineas Flecha Austral,Curtiss C 46DCC,Off ChiliAerolineas Flecha Austral,Unknown Operator,0,5,7,July,1968-07-18,5,0,0.0,1.0,5,Curtiss,5,1968-07
1981,Qtr 3,July,24,MadagascarAir Madagascar,de Havilland Canada DHC 6 Twin Otter 3005R,MadagascarAir Madagascar,Unknown Operator,0,19,7,July,1981-07-24,19,0,0.0,1.0,19,de Havilland Canada,19,1981-07
1940,Qtr 3,July,7,Gulf of TonkinAir France,Dewoitine D 338F,Gulf of TonkinAir France,Unknown Operator,0,4,7,July,1940-07-07,4,0,0.0,1.0,4,Dewoitine,4,1940-07
1944,Qtr 3,July,26,U.S. Army Air Forces,Douglas C 54A,North Atlantic OceanMilitary - U.S. Army Air Forces,Unknown Operator,0,26,7,July,1944-07-26,26,0,0.0,1.0,26,Douglas,26,1944-07
1938,Qtr 3,July,19,AndesPanagra,Douglas DC 2NC14272,AndesPanagra,Unknown Operator,0,4,7,July,1938-07-19,4,0,0.0,1.0,4,Douglas,4,1938-07
1960,Qtr 3,July,10,Persian GulfGulf Aviation (Kalinga Airways),Douglas DC 3VT,Persian GulfGulf Aviation (Kalinga Airways),Unknown Operator,0,20,7,July,1960-07-10,20,0,0.0,1.0,20,Douglas,20,1960-07
1928,Qtr 3,July,10,Unknown,Junkers F 13K,Over the Gulf of FinlandAero O-Y,Unknown Operator,0,6,7,July,1928-07-10,6,0,0.0,1.0,6,Junkers,6,1928-07
1966,Qtr 3,July,15,Pakistan Air Force,Lockheed C 130B Hercules24142,PakistanMilitary - Pakistan Air Force,Unknown Operator,0,10,7,July,1966-07-15,10,0,0.0,1.0,10,Lockheed,10,1966-07
1938,Qtr 3,July,29,Pacific Ocean between Manila and GuamPan American World Airways,Martin M 130 (flying boat)NC14714,Pacific Ocean between Manila and GuamPan American World Airways,Unknown Operator,0,15,7,July,1938-07-29,15,0,0.0,1.0,15,Martin,15,1938-07
2006,Qtr 3,July,27,AfghanistanAfghan Army,Mil Mi 8?,AfghanistanAfghan Army,Unknown Operator,0,17,7,July,2006-07-27,17,0,0.0,1.0,17,Mil,17,2006-07
1988,Qtr 3,July,3,near,Airbus A300B2 203EP,Over the Persian Gulf near,Iran Abbas Bandar Iran Air,0,290,7,July,1988-07-03,290,0,0.0,1.0,290,Airbus,290,1988-07
1952,Qtr 3,July,18,near,Fairchild packet (C119 flying boxcar)?,Whiting Field near,Florida Milton Military - Navy,0,46,7,July,1952-07-18,41,5,10.869565217391305,0.8913043478260869,41,Fairchild packet (C119 flying,41,1952-07
1932,Qtr 3,July,16,near,Ford 5 AT,Mount El Plomo near,Chile Vitacura Panagra,0,9,7,July,1932-07-16,9,0,0.0,1.0,9,Ford,9,1932-07
1992,Qtr 3,July,31,Nepal,Airbus A310 304HS,Near Kathmandu Nepal,Airways Thai,0,113,7,July,1992-07-31,113,0,0.0,1.0,113,Airbus,113,1992-07
1999,Qtr 3,July,7,Nepal,Boeing 727 243FVT,Near Kathmandu Nepal,Airlines Cargo Lufthansa,0,5,7,July,1999-07-07,5,0,0.0,1.0,5,Boeing,5,1999-07
2000,Qtr 3,July,27,Nepal,de Havilland Canada DHC 6 Twin Otter 3009N,Jodhura Nepal,Airlines Nepal Royal,0,25,7,July,2000-07-27,25,0,0.0,1.0,25,de Havilland Canada,25,2000-07
2002,Qtr 3,July,17,Nepal,de Havilland Canada DHC 6 Twin Otter 3009N,Surkhet Nepal,Airways Skyline,0,4,7,July,2002-07-17,4,0,0.0,1.0,4,de Havilland Canada,4,2002-07
1993,Qtr 3,July,31,Nepal,Dornier Do 228,Devghat Nepal,Air Everest,0,19,7,July,1993-07-31,19,0,0.0,1.0,19,Dornier,19,1993-07
1969,Qtr 3,July,12,Nepal,Douglas DC 39N,Hitauda Nepal,Airlines Nepal Royal,0,35,7,July,1969-07-12,35,0,0.0,1.0,35,Douglas,35,1969-07
1935,Qtr 3,July,14,Netherlands,Fokker F XXIIPH,Amsterdam Netherlands,Airlines Dutch Royal KLM,0,20,7,July,1935-07-14,6,14,70.0,0.3,6,Fokker,6,1935-07
1928,Qtr 3,July,24,Netherlands,Fokker (KLM) F.IIIH NABR,Waalhaven Netherlands,Airlines Dutch Royal KLM,0,6,7,July,1928-07-24,1,5,83.33333333333334,0.16666666666666666,1,Fokker (KLM),1,1928-07
1969,Qtr 3,July,26,New,Boeing 707 331CN787TW,Atlantic City New,Airlines World JerseyTrans,0,5,7,July,1969-07-26,5,0,0.0,1.0,5,Boeing,5,1969-07
1996,Qtr 3,July,17,New,Boeing B 747,Off East Moriches New,Airlines World YorkTrans,0,230,7,July,1996-07-17,230,0,0.0,1.0,230,Boeing,230,1996-07
1990,Qtr 3,July,5,New,Britten Norman 2B,Near Port Morseby New,Airways GuineaDouglas,0,12,7,July,1990-07-05,8,4,33.33333333333333,0.6666666666666666,8,Britten,8,1990-07
1989,Qtr 3,July,31,New,Convair CV 580ZK,Auckland New,Zealand New Freight ZealandAir,0,3,7,July,1989-07-31,3,0,0.0,1.0,3,Convair,3,1989-07
1951,Qtr 3,July,16,New,de Havilland DHA 3 Drover IIVH,Off Lae New,GuineaQantas,0,7,7,July,1951-07-16,7,0,0.0,1.0,7,De Havilland,7,1951-07
1969,Qtr 3,July,15,New,de Havilland Canada DHC 6 Twin Otter 200N558MA,New York City New,Airways York YorkNew,0,14,7,July,1969-07-15,3,11,78.57142857142857,0.21428571428571427,3,de Havilland Canada,3,1969-07
1996,Qtr 3,July,9,New,de Havilland Canada DHC 6 Twin Otter 300P2,Papua New,Air Bay GuineaMilne,0,20,7,July,1996-07-09,20,0,0.0,1.0,20,de Havilland Canada,20,1996-07
1989,Qtr 3,July,21,New,de Havilland Canada DHC 6 Twin Otter 300P2,Porgera New,GuineaTalair,0,22,7,July,1989-07-21,3,19,86.36363636363636,0.13636363636363635,3,de Havilland Canada,3,1989-07
1912,Qtr 3,July,12,New,Dirigible?,Atlantic City New,Navy U.S. - JerseyMilitary,0,5,7,July,1912-07-12,5,0,0.0,1.0,5,Dirigible?,5,1912-07
1956,Qtr 3,July,13,New,Douglas C 118A53,Near Brows Mills New,Force Air U.S. - JerseyMilitary,0,66,7,July,1956-07-13,46,20,30.303030303030305,0.696969696969697,46,Douglas,46,1956-07
1949,Qtr 3,July,30,New,Douglas DC 3,Chesterfield New,USN - Military / Lines Air JerseyEastern,0,16,7,July,1949-07-30,16,0,0.0,1.0,16,Douglas,16,1949-07
1963,Qtr 3,July,3,New,Douglas DC 3ZK,Mt. Ngatamahinerua New,Airways National Zealand ZealandNew,0,23,7,July,1963-07-03,23,0,0.0,1.0,23,Douglas,23,1963-07
1966,Qtr 3,July,4,New,Douglas DC 8,Auckland New,Zealand New ZealandAir,0,5,7,July,1966-07-04,2,3,60.0,0.4,2,Douglas,2,1966-07
1960,Qtr 3,July,6,New,Goodyear ZPG 3W (airship)144242,Off Barnegat City New,Navy U.S. - JerseyMilitary,0,21,7,July,1960-07-06,18,3,14.285714285714285,0.8571428571428571,18,Goodyear,18,1960-07
1992,Qtr 3,July,30,New,Lockheed L 1011N11002,JFK Airport New,New York York Trans World Airlines,0,292,7,July,1992-07-30,0,292,100.0,0.0,0,Lockheed,0,1992-07
1937,Qtr 3,July,2,New,Lockheed 10E ElectraNR16020,Off Lae New,Foundation Reasearch Purdue - GuineaPrivate,0,2,7,July,1937-07-02,2,0,0.0,1.0,2,Lockheed 18,2,1937-07
1963,Qtr 3,July,2,New,Martin 404N449A,Rochester New,Airlines YorkMohawk,0,43,7,July,1963-07-02,7,36,83.72093023255815,0.16279069767441862,7,Martin,7,1963-07
1945,Qtr 3,July,28,New,North American B 25D bomber43,New York New,Forces Air Army U.S. - YorkMilitary,11,3,7,July,1945-07-28,3,0,0.0,1.0,14,North American,14,1945-07
1967,Qtr 3,July,15,Newfoundland,??,Near Williamsport Newfoundland,Canada Eastern Provincial Airways,0,4,7,July,1967-07-15,4,0,0.0,1.0,4,??,4,1967-07
1997,Qtr 3,July,29,Nigeria,BAC One Eleven 203AE5N,Calabar Nigeria,Airlines ADC,0,55,7,July,1997-07-29,1,54,98.18181818181819,0.01818181818181818,1,BAC,1,1997-07
1988,Qtr 3,July,21,Nigeria,Boeing 707 328CD2,Near Lagos Nigeria,Charter Air Angola,0,6,7,July,1988-07-21,6,0,0.0,1.0,6,Boeing,6,1988-07
1968,Qtr 3,July,13,Nigeria,Boeing 707 329COO,Near Lagos Nigeria,Sabena,0,7,7,July,1968-07-13,7,0,0.0,1.0,7,Boeing,7,1968-07
2002,Qtr 3,July,16,Norfork,Sikorsky S 76AG,Off Cromer Norfork,England Bristow Helicopters,0,11,7,July,2002-07-16,11,0,0.0,1.0,11,Sikorsky,11,2002-07
1967,Qtr 3,July,19,North,Boeing B 727,Near Hendersonville North,Private / Airlines CarolinaPiedmont,0,82,7,July,1967-07-19,82,0,0.0,1.0,82,Boeing,82,1967-07
1950,Qtr 3,July,23,North,Curtiss C 46 Commando44,Myrtle Beach North,Force Air U.S. - CarolinaMilitary,0,39,7,July,1950-07-23,39,0,0.0,1.0,39,Curtiss,39,1950-07
2000,Qtr 3,July,13,North,de Havilland Canada DHC 6 Twin Otter 200N201RH,Raleigh North,Aviation Win CarolinaWin,0,3,7,July,2000-07-13,1,2,66.66666666666666,0.3333333333333333,1,de Havilland Canada,1,2000-07
1953,Qtr 3,July,27,North,Ilyushin IL 12?,Near Kanggye North,KoreaAeroflot,0,21,7,July,1953-07-27,21,0,0.0,1.0,21,Ilyushin,21,1953-07
1987,Qtr 3,July,1,North,Lockheed C 130E Hercules68,Fort Bragg AFB North,Force Air U.S. - CarolinaMilitary,1,6,7,July,1987-07-01,4,2,33.33333333333333,0.6666666666666666,5,Lockheed,5,1987-07
1994,Qtr 3,July,2,North,McDonnell Douglas DC 9,Charlotte North,CarolinaUSAir,0,57,7,July,1994-07-02,37,20,35.08771929824561,0.6491228070175439,37,McDonnell Douglas,37,1994-07
1972,Qtr 3,July,11,Norway,de Havilland Canada DHC 6 Twin Otter 10067,Near Grytoya Norway,Force Air Norwegian Royal - Military,0,19,7,July,1972-07-11,19,0,0.0,1.0,19,de Havilland Canada,19,1972-07
1973,Qtr 3,July,11,Orly,Boeing B 707,Paris Orly,France Airport Varig,0,134,7,July,1973-07-11,123,11,8.208955223880597,0.917910447761194,123,Boeing,123,1973-07
2010,Qtr 3,July,28,Pakistan,Airbus A321 231AP,Islamabad Pakistan,Airblue,0,152,7,July,2010-07-28,152,0,0.0,1.0,152,Airbus,152,2010-07
1962,Qtr 3,July,15,Pakistan,Douglas C 47AVT,Near Lahore Pakistan,Airlines Indian,0,3,7,July,1962-07-15,1,2,66.66666666666666,0.3333333333333333,1,Douglas,1,1962-07
1957,Qtr 3,July,1,Pakistan,Douglas DC 3AP,Bay of Bengal Pakistan,Airlines International Pakistan,0,24,7,July,1957-07-01,24,0,0.0,1.0,24,Douglas,24,1957-07
2006,Qtr 3,July,10,Pakistan,Fokker F 27 Friendship 200AP,Multan Pakistan,Airlines International Pakistan,0,45,7,July,2006-07-10,45,0,0.0,1.0,45,Fokker,45,2006-07
1994,Qtr 3,July,19,Panama,Embraer 110P1 BandeiranteHP 1202AC,Colon Panama,Chiricanas Alas,0,21,7,July,1994-07-19,21,0,0.0,1.0,21,Embraer 110P1,21,1994-07
1995,Qtr 3,July,25,Papua,Britten Norman BN,Near Karamui Papua,Airways GuineaTransniugini New,0,2,7,July,1995-07-25,2,0,0.0,1.0,2,Britten,2,1995-07
2004,Qtr 3,July,29,Papua,de Havilland DHC 6 Twin Otter 300P2,Ononge Papua,PNG of GuineaAirlines New,0,3,7,July,2004-07-29,2,1,33.33333333333333,0.6666666666666666,2,De Havilland,2,2004-07
1995,Qtr 3,July,1,Papua,de Havilland Canada C 7A CaribouP2,Kiunga Papua,Aviation GuineaGaramut New,0,3,7,July,1995-07-01,3,0,0.0,1.0,3,de Havilland Canada,3,1995-07
1995,Qtr 3,July,12,Papua,de Havilland Canada DHC 6 Twin Otter 300P2,Gumey Papua,Air Bay GuineaMilne New,0,15,7,July,1995-07-12,15,0,0.0,1.0,15,de Havilland Canada,15,1995-07
1944,Qtr 3,July,23,Papua,R4D 539090,Nineteen miles W of Kokoda Papua,Navy US - GuineaMilitary New,0,17,7,July,1944-07-23,17,0,0.0,1.0,17,R4D,17,1944-07
2003,Qtr 3,July,1,Para,Mitsubishi MU 2B 35PT LFX,Belem Para,Brazil Heringer Air Taxi,0,4,7,July,2003-07-01,4,0,0.0,1.0,4,Mitsubishi MU 2B,4,2003-07
1919,Qtr 3,July,19,Pennsylvania,De Havilland DH 482,Dix Run Pennsylvania,Service Mail Aerial US,0,1,7,July,1919-07-19,1,0,0.0,1.0,1,De Havilland,1,1919-07
1946,Qtr 3,July,11,Pennsylvania,Lockheed L 049 ConstellationNC86513,Reading Pennsylvania,Air Western and Continental Trans,0,6,7,July,1946-07-11,5,1,16.666666666666664,0.8333333333333334,5,Lockheed,5,1946-07
1990,Qtr 3,July,31,Peru,Beech King Air B90OB 1362,Near Huanuco Peru,Nacional Expresso Servicio,0,9,7,July,1990-07-31,9,0,0.0,1.0,9,Beech King Air,9,1990-07
1991,Qtr 3,July,9,Peru,CASA 212 Aviocar 200OB 1218,Bellavista Airport Peru,Aerochasqui,0,15,7,July,1991-07-09,15,0,0.0,1.0,15,CASA 212 Aviocar,15,1991-07
1989,Qtr 3,July,21,Philippines,BAC One Eleven 516FPRP,Manila Philippines,Lines Air Philippine,8,98,7,July,1989-07-21,1,97,98.9795918367347,0.01020408163265306,9,BAC,9,1989-07
1984,Qtr 3,July,11,Philippines,Bell UH 1H?,Off Buenavista Philippines,Force Air Philippine - Military,0,30,7,July,1984-07-11,30,0,0.0,1.0,30,Bell,30,1984-07
1971,Qtr 3,July,25,Philippines,Boeing 707 321CFN461PA,Manila Philippines,Airways World American Pan,0,4,7,July,1971-07-25,4,0,0.0,1.0,4,Boeing,4,1971-07
1965,Qtr 3,July,25,Philippines,Douglas C 47777,Near Libacao Philippines,Force Air Philippine - Military,0,37,7,July,1965-07-25,37,0,0.0,1.0,37,Douglas,37,1965-07
1960,Qtr 3,July,14,Philippines,Douglas DC 7CN292,Off Manila Philippines,Airlines Orient Northwest,0,58,7,July,1960-07-14,1,57,98.27586206896551,0.017241379310344827,1,Douglas,1,1960-07
1967,Qtr 3,July,6,Philippines,Fokker F 27 Friendship 100PI,Bacolod Philippines,Lines Air Philippine,0,21,7,July,1967-07-06,21,0,0.0,1.0,21,Fokker,21,1967-07
2000,Qtr 3,July,2,Philippines,GAF Nomad N 22CN286,Off Cagayancillo Philippines,Force Air Philippine - Military,0,15,7,July,2000-07-02,14,1,6.666666666666667,0.9333333333333333,14,GAF Nomad,14,2000-07
1982,Qtr 3,July,11,Philippines,Hawker Siddeley HS 748,Jolo Philippines,Lines Air Philippine,0,30,7,July,1982-07-11,4,26,86.66666666666667,0.13333333333333333,4,Hawker Siddeley,4,1982-07
1948,Qtr 3,July,24,Quebec,Douglas DC 3CF,Cap-des-Rosiers Quebec,Canada Rimouski Airlines,0,29,7,July,1948-07-24,29,0,0.0,1.0,29,Douglas,29,1948-07
1957,Qtr 3,July,3,Quebec,Lockheed L 414 HudsonCF,Near Fort Rupert Quebec,Canada Kenting Air,0,4,7,July,1957-07-03,4,0,0.0,1.0,4,Lockheed,4,1957-07
2003,Qtr 3,July,5,Rio,Sikorsky S 76 APT YVM,Macaé Rio,Brazil Janeiro de BHS - Brazilian Helicopter Services,0,5,7,July,2003-07-05,5,0,0.0,1.0,5,Sikorsky S 76,5,2003-07
2004,Qtr 3,July,22,Rio,Sikorsky S 76PP MYM,Off Macaé Rio,Brazil Janeiro de BHS - Brazilian Helicopter Service Air Taxi,0,11,7,July,2004-07-22,6,5,45.45454545454545,0.5454545454545454,6,Sikorsky,6,2004-07
2010,Qtr 3,July,5,Romania,Antonov AN 253,Tuzla Romania,Force Air Romainian - Military,0,14,7,July,2010-07-05,12,2,14.285714285714285,0.8571428571428571,12,Antonov,12,2010-07
1938,Qtr 3,July,22,Romania,Lockheed 14H Super ElectraSP BNG,Stulpica Romania,Airlines Polish Lot,0,14,7,July,1938-07-22,14,0,0.0,1.0,14,Lockheed 14H Super,14,1938-07
2006,Qtr 3,July,9,Russia,Airbus A 310,Irkutsk Russia,(S7) Sibir,0,203,7,July,2006-07-09,125,78,38.42364532019704,0.6157635467980296,125,Airbus,125,2006-07
1962,Qtr 3,July,28,Russia,Antonov AN 10ACCCP,Sochi Russia,Aeroflot,0,81,7,July,1962-07-28,81,0,0.0,1.0,81,Antonov,81,1962-07
2007,Qtr 3,July,29,Russia,Antonov AN 12BPRA,Moscow Russia,Atran,0,9,7,July,2007-07-29,9,0,0.0,1.0,9,Antonov,9,2007-07
2011,Qtr 3,July,11,Russia,Antonov AN 24RVRA,Near Strezhevoy Russia,Airlines Angara,0,37,7,July,2011-07-11,7,30,81.08108108108108,0.1891891891891892,7,Antonov,7,2011-07
2021,Qtr 3,July,6,Russia,Antonov An 26B 100 RA,Palana Russia,Enterprise Aviation Kamchatka,0,28,7,July,2021-07-06,28,0,0.0,1.0,28,Antonov,28,2021-07
1960,Qtr 3,July,20,Russia,Ilushin IL 14CCCP,Near Syktyvkar Russia,Aeroflot,0,23,7,July,1960-07-20,23,0,0.0,1.0,23,Ilyushin,23,1960-07
2002,Qtr 3,July,28,Russia,Iluyshin Il 86RA,Moscow Russia,Enterprise Aviation Pulkovo,0,16,7,July,2002-07-28,14,2,12.5,0.875,14,Ilyushin,14,2002-07
1950,Qtr 3,July,30,Russia,Ilyushin IL 12L,Karaganda Russia,Aeroflot,0,25,7,July,1950-07-30,25,0,0.0,1.0,25,Ilyushin,25,1950-07
1949,Qtr 3,July,21,Russia,Ilyushin IL 12L1714,Marga Russia,Aeroflot,0,14,7,July,1949-07-21,13,1,7.142857142857142,0.9285714285714286,13,Ilyushin,13,1949-07
1973,Qtr 3,July,4,Russia,Ilyushin IL 14CCCP,Near Shakhtyorsk Russia,Aeroflot,0,18,7,July,1973-07-04,18,0,0.0,1.0,18,Ilyushin,18,1973-07
1977,Qtr 3,July,20,Russia,Ilyushin IL 14MCCCP,Vitim Russia,Aeroflot,0,40,7,July,1977-07-20,40,0,0.0,1.0,40,Ilyushin,40,1977-07
1961,Qtr 3,July,8,Russia,Ilyushin IL 14PCCCP,Sverdlovsk Russia,Aeroflot,0,26,7,July,1961-07-08,9,17,65.38461538461539,0.34615384615384615,9,Ilyushin,9,1961-07
1982,Qtr 3,July,6,Russia,Ilyushin IL 62MCCCP,Near Moscow Russia,Aeroflot,0,90,7,July,1982-07-06,90,0,0.0,1.0,90,Ilyushin,90,1982-07
2001,Qtr 3,July,14,Russia,Ilyushin IL 76RA,Near Moscow Russia,Company Transport Air Russ,0,10,7,July,2001-07-14,10,0,0.0,1.0,10,Ilyushin,10,2001-07
1971,Qtr 3,July,25,Russia,Tupolev TU 104BCCCP,Near Irkutsk Russia,Aeroflot,0,126,7,July,1971-07-25,97,29,23.015873015873016,0.7698412698412699,97,Tupolev,97,1971-07
1963,Qtr 3,July,13,Russia,Tupolev TU 104BCCCP42492,Near Irkutsk Russia,Aeroflot,0,32,7,July,1963-07-13,32,0,0.0,1.0,32,Tupolev,32,1963-07
1973,Qtr 3,July,9,Russia,Tupolev Tu 124VCCCP,Nnear Kuybyshev Russia,Aeroflot,0,61,7,July,1973-07-09,2,59,96.72131147540983,0.03278688524590164,2,Tupolev,2,1973-07
1986,Qtr 3,July,2,Russia,Tupolev TU 134ACCCP,Near Syktyvar Russia,Aeroflot,0,92,7,July,1986-07-02,54,38,41.30434782608695,0.5869565217391305,54,Tupolev,54,1986-07
2001,Qtr 3,July,4,Russia,Tupolev TU 154MRA,Near Irkutsk Russia,Vladivostokavia,0,145,7,July,2001-07-04,145,0,0.0,1.0,145,Tupolev,145,2001-07
1968,Qtr 3,July,8,Saudi,Convair CV 340,Near Dhahran Saudi,Airlines Arabian ArabiaSaudi,0,11,7,July,1968-07-08,11,0,0.0,1.0,11,Convair,11,1968-07
1991,Qtr 3,July,11,Saudi,McDonnell Douglas DC 8 Super 61C,Jeddah Saudi,Airways) Nigeria by (chartered ArabiaNationair,0,261,7,July,1991-07-11,261,0,0.0,1.0,261,McDonnell Douglas,261,1991-07
1944,Qtr 3,July,27,Scotland,Douglas C 47A,Port Logan Scotland,Forces Air Army U.S. - Military,0,22,7,July,1944-07-27,22,0,0.0,1.0,22,Douglas,22,1944-07
1979,Qtr 3,July,31,Shetlands,Hawker Siddeley HS 748,Off Sumburgh Shetlands,Scotland Dan Air Services,0,47,7,July,1979-07-31,17,30,63.829787234042556,0.3617021276595745,17,Hawker Siddeley,17,1979-07
1981,Qtr 3,July,20,Somalia,Fokker F 27 Friendship 600RF6O,Mogadishu Somalia,Airlines Somali,0,50,7,July,1981-07-20,50,0,0.0,1.0,50,Fokker,50,1981-07
1993,Qtr 3,July,26,South,Boeing B 737,Haenam South,Airlines KoreaAsiana,0,110,7,July,1993-07-26,68,42,38.18181818181819,0.6181818181818182,68,Boeing,68,1993-07
2011,Qtr 3,July,28,South,Boeing B 747,Off Jeju South,Airlines KoreanAsiana,0,2,7,July,2011-07-28,2,0,0.0,1.0,2,Boeing,2,2011-07
2018,Qtr 3,July,10,South,Convair CV 340ZS,Pretoria South,Air AfricaRovos,1,19,7,July,2018-07-10,1,18,94.73684210526315,0.05263157894736842,2,Convair,2,2018-07
1950,Qtr 3,July,7,South,Douglas C 54G45,Busan South,Force Air U.S. - KoreaMilitary,0,23,7,July,1950-07-07,23,0,0.0,1.0,23,Douglas,23,1950-07
1945,Qtr 3,July,12,South,Douglas DC 3,Near Florence South,Corps Air Army U.S. - Military / Lines Air CarolinaEastern,0,10,7,July,1945-07-12,3,7,70.0,0.3,3,Douglas,3,1945-07
1972,Qtr 3,July,11,South,Sikorsky CH 53D (helicopter)156658,Near Quang Tri South,Corps Marine U.S. - VietnamMilitary,0,67,7,July,1972-07-11,52,15,22.388059701492537,0.7761194029850746,52,Sikorsky,52,1972-07
1989,Qtr 3,July,27,South,Sikorsky S 58T?,Off Ullung Do South,Airlines KoreaUniversal,0,19,7,July,1989-07-27,13,6,31.57894736842105,0.6842105263157895,13,Sikorsky,13,1989-07
